taxID	Arch_point_1	Arch_point_2	Black_seabass_reef_1	Black_seabass_reef_2	Cat_canyon_1	Cat_canyon_2	Cavern_point	Chicksaw	Cluster_point	Devils_peak_member	field_blank_1	field_blank_2	field_blank_3	field_blank_4	field_blank_5	field_blank_6	Frys_harbor	Graveyard_canyon_1	Graveyard_canyon2	Gull_Island_south_1	Gull_Island_south_2	Hare_rock	Johnsons_lee_north	Johnsons_lee_south	Landing_Cove	Light_house	Miracle_mile	PCR_blank_1	PCR_blank_2	Pedro_reef	Pelican_bay	pos_control_1	pos_control_2	Scorpion_anchorage	Southeast_sea_lion	South_point	Trancion_canyon	Webster_arch	Wychoff_ledge	Yellowbanks	taxonomy
Chordata;Actinopteri;NA;Pomacentridae;Dascyllus;Dascyllus trimaculatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__NA;f__Pomacentridae;g__Dascyllus;s__Dascyllus trimaculatus
Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus	3384	1759	1	1181	8175	263	709	0	0	2692	0	0	0	0	0	0	0	1	83	174	637	0	0	0	95	0	0	0	0	3	1001	0	0	857	0	0	0	170	2	350	p__Chordata;c__Actinopteri;o__NA;f__Pomacentridae;g__Hypsypops;s__Hypsypops rubicundus
Chordata;Actinopteri;NA;Pomacentridae;Neopomacentrus;Neopomacentrus bankieri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__NA;f__Pomacentridae;g__Neopomacentrus;s__Neopomacentrus bankieri
Chordata;Actinopteri;NA;Pomacentridae;Plectroglyphidodon;Plectroglyphidodon dickii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__NA;f__Pomacentridae;g__Plectroglyphidodon;s__Plectroglyphidodon dickii
Chordata;Actinopteri;NA;Pomacentridae;Plectroglyphidodon;Plectroglyphidodon johnstonianus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__NA;f__Pomacentridae;g__Plectroglyphidodon;s__Plectroglyphidodon johnstonianus
Chordata;Actinopteri;NA;Pomacentridae;Plectroglyphidodon;Plectroglyphidodon lacrymatus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__NA;f__Pomacentridae;g__Plectroglyphidodon;s__Plectroglyphidodon lacrymatus
Chordata;Actinopteri;NA;Pomacentridae;Plectroglyphidodon;Plectroglyphidodon leucozonus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__NA;f__Pomacentridae;g__Plectroglyphidodon;s__Plectroglyphidodon leucozonus
Chordata;Actinopteri;NA;Pomacentridae;Pomacentrus;	0	0	0	0	1	0	1334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	p__Chordata;c__Actinopteri;o__NA;f__Pomacentridae;g__Pomacentrus;s__
Chordata;Actinopteri;NA;Pomacentridae;Stegastes;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__NA;f__Pomacentridae;g__Stegastes;s__
Chordata;Actinopteri;NA;Pomacentridae;Stegastes;Stegastes albifasciatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__NA;f__Pomacentridae;g__Stegastes;s__Stegastes albifasciatus
Chordata;Actinopteri;NA;Pomacentridae;Stegastes;Stegastes fasciolatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__NA;f__Pomacentridae;g__Stegastes;s__Stegastes fasciolatus
Chordata;Actinopteri;NA;Pomacentridae;Stegastes;Stegastes gascoynei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__NA;f__Pomacentridae;g__Stegastes;s__Stegastes gascoynei
Chordata;Actinopteri;NA;Pomacentridae;Stegastes;Stegastes insularis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__NA;f__Pomacentridae;g__Stegastes;s__Stegastes insularis
Chordata;Actinopteri;NA;Pomacentridae;Stegastes;Stegastes nigricans	2	1	1	0	0	0	0	0	0	0	24	0	1	0	1	1	2	1	1	0	0	1	3	1	0	0	2	6	0	3	1	0	3	2	2	1	0	0	1	2	p__Chordata;c__Actinopteri;o__NA;f__Pomacentridae;g__Stegastes;s__Stegastes nigricans
Chordata;Actinopteri;NA;Sciaenidae;Atrobucca;Atrobucca nibe	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__NA;f__Sciaenidae;g__Atrobucca;s__Atrobucca nibe
Chordata;Actinopteri;NA;Sciaenidae;Cynoscion;Cynoscion regalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__NA;f__Sciaenidae;g__Cynoscion;s__Cynoscion regalis
Chordata;Actinopteri;NA;Sciaenidae;NA;	0	0	0	0	0	0	142	0	535	0	0	0	0	0	0	0	0	0	858	0	26	99	0	0	764	1135	0	0	0	0	0	0	0	0	0	3309	0	0	0	0	p__Chordata;c__Actinopteri;o__NA;f__Sciaenidae;g__NA;s__
Chordata;Actinopteri;NA;Sciaenidae;Seriphus;Seriphus politus	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__NA;f__Sciaenidae;g__Seriphus;s__Seriphus politus
Chordata;Actinopteri;NA;Siganidae;Siganus;Siganus argenteus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__NA;f__Siganidae;g__Siganus;s__Siganus argenteus
Chordata;Actinopteri;NA;Siganidae;Siganus;Siganus fuscescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__NA;f__Siganidae;g__Siganus;s__Siganus fuscescens
Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena argentea	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__NA;f__Sphyraenidae;g__Sphyraena;s__Sphyraena argentea
Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena barracuda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__NA;f__Sphyraenidae;g__Sphyraena;s__Sphyraena barracuda
Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri	0	0	45	0	0	0	5403	0	0	24389	0	0	0	0	0	0	1364	24	0	1	3	703	1581	0	508	0	0	0	0	0	1	0	0	954	0	0	0	0	1	0	p__Chordata;c__Actinopteri;o__NA;f__Sphyraenidae;g__Sphyraena;s__Sphyraena helleri
Chordata;Actinopteri;Ophidiiformes;Bythitidae;Alionematichthys;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Ophidiiformes;f__Bythitidae;g__Alionematichthys;s__
Chordata;Actinopteri;Ophidiiformes;Bythitidae;Alionematichthys;Alionematichthys riukiuensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Ophidiiformes;f__Bythitidae;g__Alionematichthys;s__Alionematichthys riukiuensis
Chordata;Actinopteri;Ophidiiformes;Bythitidae;Alionematichthys;Alionematichthys sp. KAUM:I:65286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Ophidiiformes;f__Bythitidae;g__Alionematichthys;s__Alionematichthys sp. KAUM:I:65286
Chordata;Actinopteri;Ophidiiformes;Bythitidae;Brosmophycis;Brosmophycis marginata	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Ophidiiformes;f__Bythitidae;g__Brosmophycis;s__Brosmophycis marginata
Chordata;Actinopteri;Ophidiiformes;Carapidae;Carapus;Carapus boraborensis	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Ophidiiformes;f__Carapidae;g__Carapus;s__Carapus boraborensis
Chordata;Actinopteri;Ophidiiformes;Ophidiidae;Brotula;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Ophidiiformes;f__Ophidiidae;g__Brotula;s__
Chordata;Actinopteri;Ophidiiformes;Ophidiidae;Chilara;Chilara taylori	0	129	12	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	8	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	50	0	0	133	214	p__Chordata;c__Actinopteri;o__Ophidiiformes;f__Ophidiidae;g__Chilara;s__Chilara taylori
Chordata;Actinopteri;Ophidiiformes;Ophidiidae;Neobythites;Neobythites bimaculatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Ophidiiformes;f__Ophidiidae;g__Neobythites;s__Neobythites bimaculatus
Chordata;Actinopteri;Osteoglossiformes;Notopteridae;Xenomystus;Xenomystus nigri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Osteoglossiformes;f__Notopteridae;g__Xenomystus;s__Xenomystus nigri
Chordata;Actinopteri;Pempheriformes;Banjosidae;Banjos;Banjos banjos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Pempheriformes;f__Banjosidae;g__Banjos;s__Banjos banjos
Chordata;Actinopteri;Pempheriformes;Pentacerotidae;Pentaceros;Pentaceros japonicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Pempheriformes;f__Pentacerotidae;g__Pentaceros;s__Pentaceros japonicus
Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas	0	0	0	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Pempheriformes;f__Polyprionidae;g__Stereolepis;s__Stereolepis gigas
Chordata;Actinopteri;Perciformes;Anarhichadidae;Anarrhichthys;Anarrhichthys ocellatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7371	0	p__Chordata;c__Actinopteri;o__Perciformes;f__Anarhichadidae;g__Anarrhichthys;s__Anarrhichthys ocellatus
Chordata;Actinopteri;Perciformes;Anarhichadidae;NA;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	p__Chordata;c__Actinopteri;o__Perciformes;f__Anarhichadidae;g__NA;s__
Chordata;Actinopteri;Perciformes;Anoplopomatidae;Erilepis;Erilepis zonifer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Perciformes;f__Anoplopomatidae;g__Erilepis;s__Erilepis zonifer
Chordata;Actinopteri;Perciformes;Cottidae;Alcichthys;Alcichthys elongatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	p__Chordata;c__Actinopteri;o__Perciformes;f__Cottidae;g__Alcichthys;s__Alcichthys elongatus
Chordata;Actinopteri;Perciformes;Cottidae;Artedius;Artedius harringtoni	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Perciformes;f__Cottidae;g__Artedius;s__Artedius harringtoni
Chordata;Actinopteri;Perciformes;Cottidae;Artedius;Artedius lateralis	0	0	0	0	0	0	2385	0	751	0	0	0	0	0	0	0	0	0	0	117	0	476	0	0	0	0	0	0	0	0	0	0	0	0	0	868	0	0	0	0	p__Chordata;c__Actinopteri;o__Perciformes;f__Cottidae;g__Artedius;s__Artedius lateralis
Chordata;Actinopteri;Perciformes;Cottidae;Clinocottus;Clinocottus analis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0	47	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Perciformes;f__Cottidae;g__Clinocottus;s__Clinocottus analis
Chordata;Actinopteri;Perciformes;Cottidae;Icelinus;Icelinus filamentosus	0	0	0	0	0	0	1021	0	0	0	0	0	0	0	0	0	0	0	0	633	284	0	0	0	0	1790	0	0	0	0	0	0	0	451	0	0	0	1502	571	0	p__Chordata;c__Actinopteri;o__Perciformes;f__Cottidae;g__Icelinus;s__Icelinus filamentosus
Chordata;Actinopteri;Perciformes;Cottidae;NA;	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	4	4	0	p__Chordata;c__Actinopteri;o__Perciformes;f__Cottidae;g__NA;s__
Chordata;Actinopteri;Perciformes;Cottidae;Orthonopias;Orthonopias triacis	0	0	0	0	0	0	0	0	592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	538	0	0	0	p__Chordata;c__Actinopteri;o__Perciformes;f__Cottidae;g__Orthonopias;s__Orthonopias triacis
Chordata;Actinopteri;Perciformes;Cottidae;Scorpaenichthys;Scorpaenichthys marmoratus	0	305	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	661	61	0	0	0	0	0	0	0	0	0	0	0	0	0	2414	0	0	190	0	p__Chordata;c__Actinopteri;o__Perciformes;f__Cottidae;g__Scorpaenichthys;s__Scorpaenichthys marmoratus
Chordata;Actinopteri;Perciformes;Cyclopteridae;Cyclopterus;Cyclopterus lumpus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Perciformes;f__Cyclopteridae;g__Cyclopterus;s__Cyclopterus lumpus
Chordata;Actinopteri;Perciformes;Gasterosteidae;Pungitius;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Perciformes;f__Gasterosteidae;g__Pungitius;s__
Chordata;Actinopteri;Perciformes;Gasterosteidae;Pungitius;Pungitius kaibarae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Perciformes;f__Gasterosteidae;g__Pungitius;s__Pungitius kaibarae
Chordata;Actinopteri;Perciformes;Gasterosteidae;Pungitius;Pungitius laevis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Perciformes;f__Gasterosteidae;g__Pungitius;s__Pungitius laevis
Chordata;Actinopteri;Perciformes;Gasterosteidae;Pungitius;Pungitius sinensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	p__Chordata;c__Actinopteri;o__Perciformes;f__Gasterosteidae;g__Pungitius;s__Pungitius sinensis
Chordata;Actinopteri;Perciformes;Hexagrammidae;Hexagrammos;Hexagrammos decagrammus	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Perciformes;f__Hexagrammidae;g__Hexagrammos;s__Hexagrammos decagrammus
Chordata;Actinopteri;Perciformes;Hexagrammidae;Ophiodon;Ophiodon elongatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	745	0	0	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Perciformes;f__Hexagrammidae;g__Ophiodon;s__Ophiodon elongatus
Chordata;Actinopteri;Perciformes;Hexagrammidae;Oxylebius;Oxylebius pictus	0	0	0	0	0	0	0	2068	6259	0	0	0	2	0	0	1	748	0	0	652	1730	200	0	6988	0	0	1424	0	0	0	0	0	0	0	0	3886	4931	0	1759	0	p__Chordata;c__Actinopteri;o__Perciformes;f__Hexagrammidae;g__Oxylebius;s__Oxylebius pictus
Chordata;Actinopteri;Perciformes;Liparidae;Careproctus;Careproctus cyclocephalus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Perciformes;f__Liparidae;g__Careproctus;s__Careproctus cyclocephalus
Chordata;Actinopteri;Perciformes;Liparidae;NA;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	p__Chordata;c__Actinopteri;o__Perciformes;f__Liparidae;g__NA;s__
Chordata;Actinopteri;Perciformes;NA;;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	24	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	p__Chordata;c__Actinopteri;o__Perciformes;f__NA;g__;s__
Chordata;Actinopteri;Perciformes;Percidae;Etheostoma;Etheostoma proeliare	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Perciformes;f__Percidae;g__Etheostoma;s__Etheostoma proeliare
Chordata;Actinopteri;Perciformes;Percidae;Etheostoma;Etheostoma smithi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Perciformes;f__Percidae;g__Etheostoma;s__Etheostoma smithi
Chordata;Actinopteri;Perciformes;Percidae;Perca;Perca flavescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Perciformes;f__Percidae;g__Perca;s__Perca flavescens
Chordata;Actinopteri;Perciformes;Percidae;Sander;Sander lucioperca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Perciformes;f__Percidae;g__Sander;s__Sander lucioperca
Chordata;Actinopteri;Perciformes;Peristediidae;Satyrichthys;Satyrichthys welchi	0	0	2	3	1	0	1	0	0	0	0	0	0	0	0	0	3	2	3	1	0	0	2	1	0	2	0	0	0	0	2	0	0	8	0	0	0	0	0	6	p__Chordata;c__Actinopteri;o__Perciformes;f__Peristediidae;g__Satyrichthys;s__Satyrichthys welchi
Chordata;Actinopteri;Perciformes;Peristediidae;Scalicus;Scalicus serrulatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Perciformes;f__Peristediidae;g__Scalicus;s__Scalicus serrulatus
Chordata;Actinopteri;Perciformes;Pholidae;NA;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	p__Chordata;c__Actinopteri;o__Perciformes;f__Pholidae;g__NA;s__
Chordata;Actinopteri;Perciformes;Platycephalidae;NA;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Perciformes;f__Platycephalidae;g__NA;s__
Chordata;Actinopteri;Perciformes;Platycephalidae;Sunagocia;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Perciformes;f__Platycephalidae;g__Sunagocia;s__
Chordata;Actinopteri;Perciformes;Scorpaenidae;NA;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Perciformes;f__Scorpaenidae;g__NA;s__
Chordata;Actinopteri;Perciformes;Scorpaenidae;Parascorpaena;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Perciformes;f__Scorpaenidae;g__Parascorpaena;s__
Chordata;Actinopteri;Perciformes;Scorpaenidae;Parascorpaena;Parascorpaena aurita	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Perciformes;f__Scorpaenidae;g__Parascorpaena;s__Parascorpaena aurita
Chordata;Actinopteri;Perciformes;Scorpaenidae;Parascorpaena;Parascorpaena mossambica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Perciformes;f__Scorpaenidae;g__Parascorpaena;s__Parascorpaena mossambica
Chordata;Actinopteri;Perciformes;Scorpaenidae;Pterois;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Perciformes;f__Scorpaenidae;g__Pterois;s__
Chordata;Actinopteri;Perciformes;Scorpaenidae;Pterois;Pterois radiata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Perciformes;f__Scorpaenidae;g__Pterois;s__Pterois radiata
Chordata;Actinopteri;Perciformes;Scorpaenidae;Scorpaena;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	p__Chordata;c__Actinopteri;o__Perciformes;f__Scorpaenidae;g__Scorpaena;s__
Chordata;Actinopteri;Perciformes;Scorpaenidae;Scorpaena;Scorpaena miostoma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Perciformes;f__Scorpaenidae;g__Scorpaena;s__Scorpaena miostoma
Chordata;Actinopteri;Perciformes;Scorpaenidae;Scorpaena;Scorpaena neglecta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	p__Chordata;c__Actinopteri;o__Perciformes;f__Scorpaenidae;g__Scorpaena;s__Scorpaena neglecta
Chordata;Actinopteri;Perciformes;Scorpaenidae;Scorpaena;Scorpaena onaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Perciformes;f__Scorpaenidae;g__Scorpaena;s__Scorpaena onaria
Chordata;Actinopteri;Perciformes;Scorpaenidae;Scorpaena;Scorpaena pepo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1207	0	1	p__Chordata;c__Actinopteri;o__Perciformes;f__Scorpaenidae;g__Scorpaena;s__Scorpaena pepo
Chordata;Actinopteri;Perciformes;Scorpaenidae;Scorpaenodes;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Chordata;c__Actinopteri;o__Perciformes;f__Scorpaenidae;g__Scorpaenodes;s__
